country,survey_name,wave,idno,feasibility_score,metadata_has_budget,metadata_has_oop,metadata_has_weight,metadata_has_timing,metadata_has_geography,metadata_has_financial_core,metadata_has_access_core,metadata_has_main_sample_core,raw_file_inspected,raw_variable_verified,harmonization_value_audit_ready,eligible_for_final_sample,eligible_for_access_secondary_sample,status,gap
Zimbabwe,Data in Emergencies Monitoring Household Survey 2022,2022,ZWE_2022_DEMHS-R4_v01_M_v01_A_OCS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;weight_missing_or_metadata_weak;timing_missing_or_metadata_weak;geography_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
South Sudan,Data in Emergencies (DIEM) Monitoring System - Household Survey 2022,2022,SSD_2022_DIEM-HS-R3_v01_M_v01_A_OCS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;weight_missing_or_metadata_weak;timing_missing_or_metadata_weak;geography_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
"Congo, Dem. Rep.",Data in Emergencies Monitoring Household Survey 2022,2022,COD_2022_DEMHS-R3_v01_M_v01_A_OCS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;weight_missing_or_metadata_weak;timing_missing_or_metadata_weak;geography_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
Honduras,Data in Emergencies Monitoring System - Household Survey 2024,2024,HND_2024_DIEM-HS-R2_v01_M_v01_A_ESS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;weight_missing_or_metadata_weak;timing_missing_or_metadata_weak;geography_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
Liberia,Data in Emergencies Monitoring Household Survey 2021,2021,LBR_2021_DEMHS-R3_v01_M_v01_A_OCS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;weight_missing_or_metadata_weak;timing_missing_or_metadata_weak;geography_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
Cameroon,Data in Emergencies Monitoring Household Survey 2022,2022,CMR_2022_DEMHS-R2_v01_M_v01_A_OCS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;weight_missing_or_metadata_weak;timing_missing_or_metadata_weak;geography_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
Haiti,Data in Emergencies Monitoring System - Household Survey 2024,2024,HTI_2024_DIEM-HS-R6_v01_M_v01_A_ESS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;weight_missing_or_metadata_weak;timing_missing_or_metadata_weak;geography_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
Mozambique,Data in Emergencies (DIEM) Monitoring System - Household Survey 2023,2022,MOZ_2023_DIEM-HS-R4_v01_M_v01_A_ESS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;weight_missing_or_metadata_weak;timing_missing_or_metadata_weak;geography_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
Cameroon,Data in Emergencies Monitoring Household Survey 2022,2022,CMR_2022_DEMHS-R3_v01_M_v01_A_OCS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;weight_missing_or_metadata_weak;timing_missing_or_metadata_weak;geography_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
Chad,Data in Emergencies Monitoring Household Survey 2021,2021,TCD_2021_DEMHS-R2_v01_M_v01_A_OCS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;weight_missing_or_metadata_weak;timing_missing_or_metadata_weak;geography_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
Somalia,Data in Emergencies Monitoring Household Survey 2021,2021,SOM_2021_DEMHS-R3_v01_M_v01_A_OCS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;weight_missing_or_metadata_weak;timing_missing_or_metadata_weak;geography_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
Bangladesh,Data in Emergencies Monitoring System - Household Survey 2023,2023,BGD_2023_DIEM-HS-R7_v01_M_v01_A_ESS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;weight_missing_or_metadata_weak;timing_missing_or_metadata_weak;geography_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
Zimbabwe,Data in Emergencies (DIEM) Monitoring System - Household Survey 2022,2022,ZWE_2022_DIEM-HS-R5_v01_M_v01_A_ESS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;weight_missing_or_metadata_weak;timing_missing_or_metadata_weak;geography_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
Bangladesh,Data in Emergencies Monitoring Household Survey 2021,2021,BGD_2021_DEMHS-R4_v01_M_v01_A_OCS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;weight_missing_or_metadata_weak;timing_missing_or_metadata_weak;geography_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
Sierra Leone,Data in Emergencies Monitoring Household Survey 2021,2021,SLE_2021_DEMHS-R5_v01_M_v01_A_OCS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;weight_missing_or_metadata_weak;timing_missing_or_metadata_weak;geography_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
Togo,Data in Emergencies Monitoring Household Survey 2022,2021,TGO_2022_DEMHS-R3_v01_M_v01_A_OCS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;weight_missing_or_metadata_weak;timing_missing_or_metadata_weak;geography_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
"Yemen, Rep.",Data in Emergencies (DIEM) Monitoring System - Household Survey 2022,2022,YEM_2022_DIEM-HS-R4_v01_M_v01_A_ESS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;weight_missing_or_metadata_weak;timing_missing_or_metadata_weak;geography_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
Zimbabwe,Data in Emergencies (DIEM) Monitoring System - Household Survey 2022,2022,ZWE_2022_DIEM-HS-R6_v01_M_v01_A_ESS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;weight_missing_or_metadata_weak;timing_missing_or_metadata_weak;geography_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
Bangladesh,Data in Emergencies Monitoring Household Survey 2022,2022,BGD_2022_DEMHS-R5_v01_M_v01_A_OCS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;weight_missing_or_metadata_weak;timing_missing_or_metadata_weak;geography_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
Central African Republic,Data in Emergencies Monitoring Household Survey 2022,2022,CAF_2022_DEMHS-R3_v01_M_v01_A_OCS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;weight_missing_or_metadata_weak;timing_missing_or_metadata_weak;geography_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
Iraq,Data in Emergencies Monitoring System - Household Survey 2024,2024,IRQ_2024_DIEM-HS-R13_v01_M_v01_A_ESS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;weight_missing_or_metadata_weak;timing_missing_or_metadata_weak;geography_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
Iraq,Data in Emergencies Monitoring Household Survey 2022,2022,IRQ_2022_DEMHS-R8_v01_M_v01_A_OCS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;weight_missing_or_metadata_weak;timing_missing_or_metadata_weak;geography_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
South Africa,October Household Survey 1998,1998,ZAF_1998_OHS_v01_M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;weight_missing_or_metadata_weak;timing_missing_or_metadata_weak;geography_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
Zimbabwe,Data in Emergencies (DIEM) Monitoring System - Household Survey 2023,2023-2024,ZWE_2023_DIEM-HS-R7_v01_M_v01_A_ESS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;weight_missing_or_metadata_weak;timing_missing_or_metadata_weak;geography_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
Chad,Data in Emergencies (DIEM) Monitoring System - Household Survey 2023,2022-2023,TCD_2023_DIEM-HS-R4_v01_M_v01_A_ESS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;weight_missing_or_metadata_weak;timing_missing_or_metadata_weak;geography_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
Myanmar,"Data in Emergencies Monitoring System - Household Survey 2023, Round 8",2023,MMR_2023_DIEM-HS-R8_v01_M_v01_ESS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;weight_missing_or_metadata_weak;timing_missing_or_metadata_weak;geography_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
Pakistan,Data in Emergencies Monitoring Household Survey 2021,2021,PAK_2021_DEMHS-R2_v01_M_v01_A_OCS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;weight_missing_or_metadata_weak;timing_missing_or_metadata_weak;geography_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
"Yemen, Rep.",Data in Emergencies Monitoring Household Survey 2021,2021,YEM_2021_DEMHS-R3_v01_M_v01_A_OCS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;weight_missing_or_metadata_weak;timing_missing_or_metadata_weak;geography_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
Bangladesh,Data in Emergencies (DIEM) Monitoring System - Household Survey 2022,2022,BGD_2022_DIEM-HS-R6_v01_M_v01_A_ESS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;weight_missing_or_metadata_weak;timing_missing_or_metadata_weak;geography_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
Zimbabwe,"Data in Emergencies Monitoring - Household Survey 2023, Round 8",2023,ZWE_2023_DIEM-HS-R8_v01_M_v01_A_ESS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;weight_missing_or_metadata_weak;timing_missing_or_metadata_weak;geography_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
Myanmar,Data in Emergencies Monitoring System - Household Survey 2023,2023,MMR_2023_DIEM-HS-R7_v01_M_v01_A_ESS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;weight_missing_or_metadata_weak;timing_missing_or_metadata_weak;geography_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
Kenya,Socio-Economic Profiling Survey of Refugees in Kalobeyei 2018,2018-2019,KEN_2019_SEA-KAL_v01_M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;weight_missing_or_metadata_weak;timing_missing_or_metadata_weak;geography_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
Guatemala,Data in Emergencies Monitoring System - Household Survey 2024,2024,GTM_2024_DIEM-HS-R4_v01_M_v01_A_ESS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;weight_missing_or_metadata_weak;timing_missing_or_metadata_weak;geography_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
Kenya,Socio-Economic Assessment of Refugees in Kenya's Kakuma Camp 2015,2015,KEN_2015_SEA_v01_M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;weight_missing_or_metadata_weak;timing_missing_or_metadata_weak;geography_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
Bangladesh,Data in Emergencies Monitoring System - Household Survey 2023,2023,BGD_2023_DIEM-HS-R8_v01_M_v01_A_ESS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;weight_missing_or_metadata_weak;timing_missing_or_metadata_weak;geography_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
Sri Lanka,Data in Emergencies (DIEM) Monitoring System - Household Survey 2022,2022,LKA_2022_DIEM-HS-R1_v01_M_v01_A_ESS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;weight_missing_or_metadata_weak;timing_missing_or_metadata_weak;geography_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
Philippines,Data in Emergencies Monitoring Household Survey 2022,2022,PHL_2022_DEMHS-R2_v01_M_v01_A_OCS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;weight_missing_or_metadata_weak;timing_missing_or_metadata_weak;geography_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
Myanmar,Data in Emergencies Monitoring System - Household Survey 2023,2022-2023,MMR_2023_DIEM-HS-R5_v01_M_v01_A_ESS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;weight_missing_or_metadata_weak;timing_missing_or_metadata_weak;geography_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
Afghanistan,"Data in Emergencies Monitoring System - Household Survey 2023, Round 7",2023,AFG_2023_DIEM-HS-R7_v01_M_v01_A_ESS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;weight_missing_or_metadata_weak;timing_missing_or_metadata_weak;geography_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
Iraq,Data in Emergencies Monitoring Household Survey 2022,2022,IRQ_2022_DEMHS-R7_v01_M_v01_A_OCS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;weight_missing_or_metadata_weak;timing_missing_or_metadata_weak;geography_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
Haiti,"Data in Emergencies Monitoring System - Household Survey 2024, Round 5",2023-2024,HTI_2024_DIEM-HS-R5_v01_M_v01_A_ESS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;weight_missing_or_metadata_weak;timing_missing_or_metadata_weak;geography_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
Afghanistan,"Evaluation of Community-Based Protection and Solutions Programme in Priority Areas of Return and Re-integration in Afghanistan, Household Survey March 2021",2021,AFG_2021_PARR-MAR-HH_v01_M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;weight_missing_or_metadata_weak;timing_missing_or_metadata_weak;geography_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
Myanmar,Data in Emergencies (DIEM) Monitoring System - Household Survey 2023,2023,MMR_2023_DIEM-HS-R6_v01_M_v01_A_ESS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;weight_missing_or_metadata_weak;timing_missing_or_metadata_weak;geography_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
Afghanistan,"Data in Emergencies Monitoring System - Household Survey 2024, Round 8",2024,AFG_2024_DIEM-HS-R8_v01_M_v01_A_ESS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;weight_missing_or_metadata_weak;timing_missing_or_metadata_weak;geography_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
Somalia,Data in Emergencies Monitoring Household Survey 2022,2022,SOM_2022_DEMHS-R4_v01_M_v01_A_OCS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;weight_missing_or_metadata_weak;timing_missing_or_metadata_weak;geography_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
Iraq,Data in Emergencies Monitoring System - Household Survey 2023,2023,IRQ_2023_DIEM-HS-R9_v01_M_v01_A_ESS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;weight_missing_or_metadata_weak;timing_missing_or_metadata_weak;geography_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
Haiti,"Data in Emergencies Monitoring System - Household Survey 2023, Round 4",2023,HTI_2023_DIEM-HS-R4_v01_M_v01_A_ESS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;weight_missing_or_metadata_weak;timing_missing_or_metadata_weak;geography_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
