"relative_path","size_bytes","extension","publish_status","github_path","reason"
"temp\source_metadata\census_sipp\user_notes\2022\2022-othr-assist-univ-logical-imput-rates.html","333959",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2022\2022-othr-health-ins-cov-reprts.html","325339",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2022\2022-pand-rel-mnthly-snap-amts.html","326098",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2022\2022-pass-thr-child-supprt-univ-error.html","325820",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2022\2022-prior-process-err-affct-soc-sec-self-amts.html","328539",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2022\2022-prob-with-age-at-birth.html","325005",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2022\2022-processing-error-effects.html","327247",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2022\2022-reas-not-have-priv-publc-health-ins-cov.html","326436",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2022\2022-reas-typ-health-ins-covr-end.html","325877",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2022\2022-sch-meals-univ-chldr-undr5.html","325353",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2022\2022-small-inconsist-child-care.html","325312",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2022\2022-soc-sec-proces-err-impct-pov-est.html","327759",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2022\2022-social-security-parent-child-linkage-variable.html","327058",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2022\2022-stat-flag-chng-contrib-retire-accts.html","327032",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2022\2022-stat-flag-class-workr-industr-occ.html","325892",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2022\2022-temp-layoff-spells-multi-job-holdrs.html","326890",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2022\2022-undrestim-unemp-comp-dur-pandmc.html","326220",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2022\2022-univ-chng-retir-acct-inc-wdraw.html","326744",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2022\2022-universing-error-rged.html","326230",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2022\2022-unusl-high-val-self-contrib-recods.html","327150",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2022\compr-2022-sipp-chld-care-data-prev-yrs.html","326680",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2023\2023-additional-values-disability.html","326388",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2023\2023-change-disability-condition-question.html","329701",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2023\2023-child-care-assist-univse-alloc-rates.html","325670",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2023\2023-cold-deck-allocation-universe-err.html","325770",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2023\2023-comp-sipp-parent-leav-data-prev-yrs.html","328034",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2023\2023-data-issue-espeak-tlang1.html","326061",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2023\2023-espeak-errors.html","326505",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2023\2023-estim-disabil-prevlnce.html","327066",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2023\2023-hi-month-flag-status.html","326725",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2023\2023-high-allocation-rate-foster.html","325230",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2023\2023-hot-deck-alloc-bias.html","325238",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2023\2023-hot-deck-corrections.html","325662",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2023\2023-hot-deck-issues.html","325825",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2023\2023-improved-allocation-process.html","325826",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2023\2023-inconsis-fert-histor.html","324945",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2023\2023-inconsis-multi-partnr-fert-info.html","325496",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2023\2023-inconsist-mnthly-relat-amg-ppl.html","325786",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2023\2023-inconsistent-case-soc-behalf-child.html","325914",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2023\2023-incorrect-child-care-assistance-case.html","325227",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2023\2023-incorrect-child-care-assistance-receipt-universe.html","325311",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2023\2023-insuff-geog-cov-unit-nonresp.html","327769",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2023\2023-issue-with-age-at-birth.html","325010",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2023\2023-language-variable.html","326833",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2023\2023-minor-discrepancies-school-meals.html","325428",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2023\2023-monthly-hi-variables-error.html","334229",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2023\2023-pass-thr-child-supprt-univ-error.html","325820",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2023\2023-processing-error-effects.html","327247",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2023\2023-school-meals-universe-error.html","325204",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2023\2023-small-inconsist-child-care.html","325408",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2023\2023-social-security-parent-child-linkage-variable.html","327058",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2023\2023-universing-error-rged.html","326230",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2023\compr-2023-sipp-chld-care-data-prev-yrs.html","326650",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2024\2024-allocation-flag-update.html","326198",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2024\2024-allocation-matrix-corrections.html","325683",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2024\2024-change-to-ssi-payment.html","325472",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2024\2024-changes-to-lump-sum.html","325081",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2024\2024-comparing-child-care-data.html","326461",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2024\2024-data-edit-err-affect-lang.html","327329",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2024\2024-estimates-disability-prevalence.html","326949",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2024\2024-fertility-mpf-info.html","325301",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2024\2024-food-security-well-being-matrix-issues.html","326381",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2024\2024-high-allocation-paid-nonrelative.html","325580",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2024\2024-hot-deck-corrections.html","325662",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2024\2024-hot-deck-issues.html","325825",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2024\2024-imputation-school-enrollment.html","325743",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2024\2024-inconsist-fert-history.html","324896",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2024\2024-inconsist-parent-mortality.html","325031",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2024\2024-inconsistencies-monthly-relationships.html","325782",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2024\2024-inconsistencies-social-welfare.html","325651",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2024\2024-inconsistency-child-care-data.html","325469",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2024\2024-inconsistency-other-support-paid.html","325598",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2024\2024-indutry-code-list.html","325282",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2024\2024-insuff-geog-cov-unit-nonresp.html","327744",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2024\2024-issue-with-age-birth.html","324873",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2024\2024-missing-school-meals.html","325661",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2024\2024-parental-leave.html","327530",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2024\2024-universing-error-rged.html","326230",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2024\2024-update-ecert-eprocert.html","326601",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2025\2025-allocation-matrix-change.html","325617",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2025\2025-comp-sipp-parent-leav-data-prev-yrs.html","328197",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2025\2025-data-quality-concerns.html","325147",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2025\2025-estimates-disability-prevalence.html","327082",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2025\2025-fertility-mpf-info.html","325298",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2025\2025-high-allocation-paid-nonrelative.html","325482",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2025\2025-inconsist-fert-history.html","324895",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2025\2025-inconsistencies-monthly-relationships.html","325867",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2025\2025-inconsistencies-School-Meal-Receipt.html","328068",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2025\compr-2025-sipp-chld-care-data-prev-yrs.html","326645",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\file_manifest_sha256.csv","11252",".csv","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\metadata_download_status_2018.csv","2294",".csv","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\metadata_download_status_2019_2024.csv","12846",".csv","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\primary_zip_copy_audit.csv","1825",".csv","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\schema_copy_audit.csv","2863",".csv","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\sipp_2018_2024_raw_variable_metadata.compact.json","9033700",".json","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\sipp_2018_2024_raw_variable_metadata.csv","32787260",".csv","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\sipp_2018_2024_raw_variable_metadata.enriched.compact.json","19534829",".json","excluded","","excluded_temp_or_raw_source_area"
